dataset_name,sid,control_domain,target_domain,n_deg,model_name,holdout_celltype,spearman,pearson,precision,direction_match,direction_match_k,mixing_index,edistance_global,edistance_local,rmse
crc,crc_232,REF,CRC,200,mintflow,Fibroblast,0.5382419560489013,0.6187801398680521,0.155,1.0,0.155,0.6161391640492873,20.953940560036017,23.35012362472691,58147.707122963315
crc,crc_232,REF,CRC,200,mintflow,Endothelial,0.5651451286282158,0.623943337284982,0.17,0.9705882352941176,0.165,0.9353223868642371,22.35697059005798,25.829982154483627,15100.524146411502
crc,crc_232,REF,CRC,200,mintflow,Myeloid,0.6608100202505063,0.8076672715164107,0.235,1.0,0.235,0.9990069513406157,22.576194199478714,25.162927279358705,14940.12176478809
crc,crc_232,REF,CRC,200,mintflow,T_cell,0.710494262356559,0.8470236625116166,0.145,1.0,0.145,0.9466523451485858,25.327362873825898,28.211768821638675,8880.24978470722
crc,crc_232,REF,CRC,200,mintflow,Epithelial,0.6588854721368036,0.5984042158380329,0.17,0.9411764705882353,0.16,0.5828398402958279,20.316797587424226,22.854269991460896,106616.0963390732
crc,crc_232,REF,CRC,50,mintflow,Endothelial,0.7095798319327731,0.6775207252798808,0.04,1.0,0.04,0.920304365238286,12.5224126541077,15.817267774588657,20318.7078970734
crc,crc_232,REF,CRC,50,mintflow,Epithelial,0.815126050420168,0.8156041424329635,0.1,1.0,0.1,0.5776682119027841,10.145228227872758,12.567830748277895,140987.19917040845
crc,crc_232,REF,CRC,50,mintflow,Fibroblast,0.7650900360144057,0.8189935743483621,0.02,1.0,0.02,0.6174438270113554,10.402523276555717,12.39542532636417,70311.81534636609
crc,crc_232,REF,CRC,50,mintflow,Myeloid,0.7933253301320528,0.8746510826396331,0.24,1.0,0.24,0.9988083416087389,13.094001554350848,15.354396915918917,19416.0319826844
crc,crc_232,REF,CRC,50,mintflow,T_cell,0.7308043217286915,0.934022950842735,0.16,1.0,0.16,0.9996419620479771,14.384774107004294,16.027229375773878,11565.00247952244
