sid,model_name,holdout_celltype,n_deg,spearman,pearson,precision,direction_match,direction_match_k,direction_match_gt,mixing_index,edistance_global,edistance_local,edistance_pca_log,edistance_pca,rmse
C57BL6J-2.036,cellina-graph,GABAergic neuron_Isocortex,200,0.8700232505812647,0.971699059009552,0.62,1.0,0.62,1.0,0.6909049675474012,44.81747169494629,49.48305168151855,11.647373294830322,496.69163208007814,2.9745192527770996
C57BL6J-2.036,cellina-graph,astrocyte_Fiber_tracts,200,0.6940358508962725,0.4906274378299713,0.565,0.9469026548672567,0.535,0.845,0.7355074973898605,35.178531646728516,37.06411552429199,5.92147045135498,341.23309631347655,3.359314441680908
C57BL6J-2.036,cellina-graph,astrocyte_Isocortex,200,0.8940913522838073,0.9129189252853394,0.635,1.0,0.635,0.975,0.9385602649692076,35.649736404418945,35.532355880737306,7.396677017211914,235.62399291992188,3.281317710876465
C57BL6J-2.036,cellina-graph,endothelial cell_Fiber_tracts,200,0.5251453255626731,0.6268433332443237,0.485,0.8247422680412371,0.4,0.685,0.7047137362544265,35.36512832641601,37.03972549438477,6.842839908599854,351.1351684570312,3.305570125579834
C57BL6J-2.036,cellina-graph,endothelial cell_Isocortex,200,0.9340523513087827,0.9372158050537109,0.76,0.993421052631579,0.755,0.975,0.8141328224354634,38.55096778869629,39.96974678039551,8.516894435882568,275.85557861328124,3.3022990226745605
C57BL6J-2.036,cellina-graph,glutamatergic neuron_Fiber_tracts,200,0.8505632640816021,0.8705374598503113,0.525,1.0,0.525,0.92,0.3676293507575625,39.820608901977536,47.10103492736816,11.635581588745117,532.553125,3.925428628921509
C57BL6J-2.036,cellina-graph,glutamatergic neuron_Isocortex,200,0.934670366759169,0.9684080481529236,0.705,1.0,0.705,0.985,0.8344248730308577,35.90486373901367,42.115125274658205,7.635782241821289,262.6155700683594,3.897883653640747
C57BL6J-2.036,cellina-graph,oligodendrocyte_Fiber_tracts,200,0.7930593264831621,0.7490639090538025,0.42,0.9761904761904762,0.41,0.885,0.4826892082313443,34.7950740814209,35.467315673828125,7.427089214324951,373.16619873046875,3.669438362121582
C57BL6J-2.036,cellina-graph,oligodendrocyte_Isocortex,200,0.8095972399309984,0.568626344203949,0.595,0.9747899159663865,0.58,0.9,0.7924688143044406,38.450317001342775,38.381482696533205,9.057584667205811,306.29322814941406,3.6502182483673096
C57BL6J-2.036,cpa,GABAergic neuron_Fiber_tracts,200,0.7411205280132005,0.9167343378067017,0.565,1.0,0.565,0.915,0.8678069053708439,29.586650848388672,34.17484703063965,9.23048906326294,658.2217712402344,2.6999902725219727
C57BL6J-2.036,cpa,GABAergic neuron_Isocortex,200,0.8291817295432387,0.9417098760604858,0.525,1.0,0.525,0.945,0.523061787703787,33.5847354888916,37.84247016906738,9.792898559570313,384.23988037109376,3.0178096294403076
C57BL6J-2.036,cpa,astrocyte_Fiber_tracts,200,0.6397674941873548,0.4759608805179596,0.45,0.9222222222222223,0.415,0.86,0.6502717097354856,27.306578063964842,27.422620010375976,5.404886054992676,420.3467956542969,3.350292444229126
C57BL6J-2.036,cpa,astrocyte_Isocortex,200,0.8700067501687544,0.8776496052742004,0.575,1.0,0.575,0.96,0.9495150856492264,28.150980758666993,27.623611450195312,5.684275913238525,268.64838256835935,3.286884307861328
C57BL6J-2.036,cpa,endothelial cell_Fiber_tracts,200,0.49163672528193864,0.6375732421875,0.45,0.7111111111111111,0.32,0.595,0.4374989410189939,30.22731876373291,30.943510818481446,4.976392459869385,358.451171875,3.29947566986084
C57BL6J-2.036,cpa,endothelial cell_Isocortex,200,0.9062176554413861,0.9307849407196045,0.705,1.0,0.705,0.96,0.8537640180355757,28.01171283721924,28.282913208007812,5.096485424041748,99.79779968261718,3.268691062927246
C57BL6J-2.036,cpa,glutamatergic neuron_Fiber_tracts,200,0.8267711692792321,0.8606622219085693,0.535,1.0,0.535,0.945,0.7818747091497766,31.25327949523926,39.33089179992676,12.024819660186768,576.3018493652344,3.901215076446533
C57BL6J-2.036,cpa,glutamatergic neuron_Isocortex,200,0.8903007575189381,0.9232485890388489,0.565,1.0,0.565,0.975,0.39863946150857904,33.16501693725586,38.77875289916992,9.535110569000244,454.23753051757814,3.954630136489868
C57BL6J-2.036,cpa,oligodendrocyte_Fiber_tracts,200,0.7499077476936924,0.7245140075683594,0.5,0.96,0.48,0.895,0.5737901448265568,24.13693504333496,23.100844955444337,4.7622801780700685,169.06871032714844,3.632511854171753
C57BL6J-2.036,cpa,oligodendrocyte_Isocortex,200,0.7621915547888699,0.5166560411453247,0.595,0.957983193277311,0.57,0.89,0.8410851644564528,22.79296531677246,22.57846603393555,4.822987842559814,93.54033813476562,3.6466336250305176
C57BL6J-2.036,scgen,GABAergic neuron_Fiber_tracts,200,0.7344843621090529,0.8963555097579956,0.175,0.9714285714285714,0.17,0.55,0.21755115089514065,16.31756420135498,16.177422332763673,7.027656078338623,1210.7884643554687,2.502990245819092
C57BL6J-2.036,scgen,GABAergic neuron_Isocortex,200,0.6879156978924474,0.8671786785125732,0.215,0.9534883720930233,0.205,0.66,0.3764341748862881,18.07415904998779,24.531647872924804,10.12645444869995,1137.7920288085938,3.0986928939819336
C57BL6J-2.036,scgen,astrocyte_Fiber_tracts,200,0.6397929948248707,0.5136122703552246,0.31,1.0,0.31,0.79,0.9008001186261247,10.065129661560059,10.296128845214843,3.237270736694336,778.4615112304688,3.197169780731201
C57BL6J-2.036,scgen,astrocyte_Isocortex,200,0.8118382959573991,0.83014315366745,0.375,0.9733333333333334,0.365,0.895,0.9986772240335352,9.902729797363282,11.577043914794922,3.3669318199157714,555.2084228515625,3.1741976737976074
