sid,model_name,holdout_celltype,n_deg,spearman,pearson,precision,direction_match,direction_match_k,direction_match_gt,mixing_index,edistance_global,edistance_local,edistance_pca_log,edistance_pca,rmse
C57BL6J-2.036,cellina,GABAergic neuron_Fiber_tracts,200,0.878994974874372,0.9500396847724915,0.72,1.0,0.72,0.97,0.8742007672634271,35.58426475524902,40.73636245727539,7.19339542388916,484.73964233398436,2.738609790802002
C57BL6J-2.036,cellina,GABAergic neuron_Isocortex,200,0.8599264981624543,0.9701465964317322,0.64,1.0,0.64,0.99,0.6889661164205039,41.50572509765625,45.98141784667969,8.568875694274903,407.0722991943359,2.978868007659912
C57BL6J-2.036,cellina,astrocyte_Fiber_tracts,200,0.6723453086327159,0.4701306223869324,0.545,0.9541284403669725,0.52,0.845,0.628695367868607,33.00443878173828,34.35565299987793,5.721462917327881,386.36796875,3.372724771499634
C57BL6J-2.036,cellina,astrocyte_Isocortex,200,0.8816815420385511,0.9005216956138611,0.605,1.0,0.605,0.95,0.5478548879573566,36.808877563476564,35.59361038208008,6.995298385620117,302.1034332275391,3.3328585624694824
C57BL6J-2.036,cellina,endothelial cell_Fiber_tracts,200,0.5274411338188078,0.642406702041626,0.485,0.8556701030927835,0.415,0.735,0.7901819752960911,31.724792861938475,32.48695030212402,6.39522123336792,257.4356201171875,3.3156070709228516
C57BL6J-2.036,cellina,endothelial cell_Isocortex,200,0.9233600840021002,0.9287826418876648,0.745,1.0,0.745,0.975,0.862833005764117,33.84284858703613,34.76794013977051,6.682658767700195,194.0673828125,3.2975125312805176
C57BL6J-2.036,cellina,glutamatergic neuron_Fiber_tracts,200,0.8902887572189306,0.9367055892944336,0.675,1.0,0.675,0.97,0.9962055232409797,36.123893356323244,41.54749221801758,7.702535629272461,297.6658905029297,3.9074981212615967
C57BL6J-2.036,cellina,glutamatergic neuron_Isocortex,200,0.9122628065701643,0.9571654200553894,0.665,1.0,0.665,0.99,0.4643142109057729,38.95184745788574,41.88853530883789,7.051870250701905,233.21518249511718,3.923478126525879
C57BL6J-2.036,cellina,oligodendrocyte_Fiber_tracts,200,0.7923408085202132,0.753052830696106,0.485,0.9690721649484536,0.47,0.9,0.8645573266644481,32.7595157623291,33.45453720092773,7.143709278106689,179.1432861328125,3.6693551540374756
C57BL6J-2.036,cellina,oligodendrocyte_Isocortex,200,0.7656251406285158,0.5281201601028442,0.54,0.9814814814814815,0.53,0.87,0.9208642349719244,34.54406890869141,34.770396041870114,7.57667293548584,211.05706176757812,3.684917688369751
C57BL6J-2.036,cellina-graph,GABAergic neuron_Fiber_tracts,200,0.8106472661816546,0.94349604845047,0.715,1.0,0.715,0.96,0.8668478260869564,40.6738468170166,45.345719528198245,8.930413436889648,654.31005859375,2.7728304862976074
