celltype,pearson,spearman
Endothelial,-0.16539422917795726,-0.11620176505044125
Fibroblast,-0.403403670175741,-0.309800667950167
Mast_cell,0.010073916945508014,0.12169605792401447
Myeloid,-0.16349534035447635,-0.13924832881208218
Plasma_cell,-0.15428259200895633,-0.15275425868856468
Smooth_muscle,-0.12642026950800725,-0.07337254534313634
T_cell,-0.15197165644013932,-0.10169970292492572
