Embedding,Isolated labels,KMeans NMI,KMeans ARI,Silhouette label,cLISI,BRAS,iLISI,KBET,Graph connectivity,PCR comparison,Batch correction,Niche Total,Total
scVI,0.49425933,0.14804957332356147,0.14106539667756463,0.48979986,0.6252625,0.9540867,0.26526514,0.1485818524645313,0.7559003172409581,0,0.42476681148168627,0.37968733310699465,0.3977191244568713
scVIVA,0.5142773,0.13026420125515195,0.11957151455913893,0.50317764,0.89824367,0.89241666,0.11980911,0.1039316119426431,0.876875872816902,0,0.3986066463736009,0.4331068515777588,0.4193067694960957
Cellina_Basal,0.5089785,0.05202518096146599,0.049531986434617904,0.50051045,0.7253165,0.8719402,0.08900765,0.028023185117962025,0.8771106129957907,0,0.3732163338643887,0.36727252006530764,0.3696500455849401
SCANVI,0.54752284,0.03883406793779608,0.05731088969996552,0.5014415,0.71712375,0.91534996,0.31695506,0.1837026762852775,0.901748324572137,0,0.463551210150731,0.372446608543396,0.40888844918633
Cellina_Shifted,0.5083317,0.05809249521063135,0.058259983486133864,0.5027954,0.8535791,0.9133641,0.095077835,0.07403117501601773,0.8163884717771014,0,0.37977231436838943,0.39621171951293943,0.3896359574551195
Cellina_Spatial,0.5042238,0.3515646554730377,0.3531158014612505,0.50411636,0.76579285,0.9597228,0.28501487,0.22245527352310931,0.7056442063479408,0,0.43456742099862405,0.49576268196105955,0.47128457757608533
Metric Type,Bio conservation,Bio conservation,Bio conservation,Bio conservation,Bio conservation,Batch correction,Batch correction,Batch correction,Batch correction,Batch correction,Aggregate score,Aggregate score,Aggregate score
