sid,model_name,holdout_celltype,n_deg,spearman,pearson,precision,direction_match,direction_match_k,mixing_index,edistance_global,edistance_local,rmse
crc_120,baseline,Endothelial_CRC,200,0.5030405760144004,0.3833707116419404,0.17,0.9705882352941176,0.165,0.5470598034316175,23.92737840291999,25.730282653327855,13188.815072780932
crc_120,baseline,Epithelial_CRC,200,0.12932723318082953,0.22752065606607239,0.415,0.5783132530120482,0.24,0.8956501677329242,22.045195618042303,17.380553877220187,546598.4158418529
crc_120,baseline,Fibroblast_CRC,200,0.12067651691292285,0.20222808118292893,0.135,0.8888888888888888,0.12,0.6050864471019886,19.173982925589506,21.20136174029545,109470.81176390863
crc_120,baseline,Myeloid_CRC,200,0.24687017175429388,0.32361857087193585,0.165,0.8181818181818182,0.135,0.5027536884870678,22.51063523476082,24.56128995928797,29706.071274335853
crc_120,baseline,T_cell_CRC,200,0.6764164104102603,0.5162584923163702,0.255,0.8627450980392157,0.22,0.7976383243394627,29.482318383951586,31.280951850275876,14626.556810174216
crc_120,cellina-ablated,Endothelial_CRC,200,0.7664696617415436,0.9059245457739556,0.315,1.0,0.315,0.6260203231717475,8.487877408924003,4.308924020923451,13158.817218074208
crc_120,cellina-ablated,Epithelial_CRC,200,0.7194149853746346,0.7598447601837448,0.26,0.9423076923076923,0.245,0.9212648692342849,19.02539566944747,13.50617090414428,523921.58829106967
crc_120,cellina-ablated,Fibroblast_CRC,200,0.5710162754068854,0.7108391339573596,0.25,1.0,0.25,0.79330347373194,10.19672028148106,6.440886392039066,108890.0035885977
crc_120,cellina-ablated,Myeloid_CRC,200,0.7258006450161254,0.8408994196480831,0.295,1.0,0.295,0.8487316875066979,8.581132528638207,4.131462548669437,28612.519363897794
crc_120,cellina-ablated,T_cell_CRC,200,0.8671731793294832,0.9032823800958711,0.405,1.0,0.405,0.9367341230033865,8.052061929798011,3.305649779177519,14111.319935913787
crc_120,cellina,Endothelial_CRC,200,0.6645931148278708,0.9251401222052891,0.43,1.0,0.43,0.64576045310678,8.563160822215147,4.331377882545415,13124.630384739505
crc_120,cellina,Epithelial_CRC,200,0.8291187279681993,0.8619457413187704,0.25,0.98,0.245,0.9349567153800933,19.183326260545243,12.507299808044886,521877.438559556
crc_120,cellina,Fibroblast_CRC,200,0.6629970749268732,0.8207111060880089,0.285,1.0,0.285,0.7337009924752012,10.524354936705578,6.838678383609545,108585.7114355432
crc_120,cellina,Myeloid_CRC,200,0.7334073351833796,0.9010552305576073,0.31,1.0,0.31,0.8488006405886183,8.539292897799069,4.515255929993276,28359.416646181842
crc_120,cellina,T_cell_CRC,200,0.8898567464186607,0.9343141098218457,0.515,1.0,0.515,0.8198394515952264,8.213428080517017,3.3622564477221863,13903.060859465406
crc_120,cellina-graph,Endothelial_CRC,200,0.7838295957398935,0.9551399157420439,0.625,0.992,0.62,0.8713143428285858,8.155432266757561,4.761262978321869,13102.242428294427
crc_120,cellina-graph,Epithelial_CRC,200,0.8907972699317485,0.9350632207564525,0.41,0.975609756097561,0.4,0.8977011912692411,19.26820535466825,12.83074421177056,518498.3524549125
crc_120,cellina-graph,Fibroblast_CRC,200,0.5906967674191855,0.7816401692338653,0.2,0.975,0.195,0.7126543187306703,10.263533675707606,6.736895811856357,108470.02243140644
crc_120,cellina-graph,Myeloid_CRC,200,0.6866436660916524,0.88224753693868,0.41,1.0,0.41,0.7077867178840829,8.639540902419537,4.614307349150822,28173.290993283572
crc_120,cellina-graph,T_cell_CRC,200,0.8426625665641642,0.8775643360280811,0.51,1.0,0.51,0.7504927659714815,7.997914701035517,3.506474106431839,13806.139025441933
crc_120,cpa,Endothelial_CRC,200,0.4653146328658217,0.7448333009422377,0.255,1.0,0.255,0.6311566439002722,8.6103833807302,4.537893773745616,13203.314420733534
crc_120,cpa,Epithelial_CRC,200,0.4565574139353485,0.5189497531677932,0.17,0.8529411764705882,0.145,0.8988913903821686,19.52847799267881,12.871387541566587,524530.1460275041
crc_120,cpa,Fibroblast_CRC,200,0.34926873171829304,0.4051929636179426,0.155,0.9032258064516129,0.14,0.6694765592141932,10.01272208271528,6.287567299214618,109333.22195239218
crc_120,cpa,Myeloid_CRC,200,0.553230330758269,0.6419392998831626,0.175,0.9714285714285714,0.17,0.887926983463952,8.387122978631243,3.3835150703709744,28668.364985484903
crc_120,cpa,T_cell_CRC,200,0.49547888697217435,0.5260694758155327,0.22,0.9090909090909091,0.2,0.7884515445237115,8.057505495492721,3.2273235219033296,14794.766628408352
crc_120,scgen,Endothelial_CRC,200,0.5054226355658892,0.5900335489073503,0.195,0.7948717948717948,0.155,0.53980417198808,7.798045550077409,5.151845822393234,13882.99237695421
crc_120,scgen,Epithelial_CRC,200,0.5939143478586966,0.5956687166377772,0.32,0.796875,0.255,0.9009073977991269,16.820754837588474,13.294049079630872,543227.812413624
crc_120,scgen,Fibroblast_CRC,200,0.006955673891847297,-0.33886728285537526,0.165,0.3939393939393939,0.065,0.6190318664169451,10.868871233713808,8.613844412447559,113481.52323801091
crc_120,scgen,Myeloid_CRC,200,0.1564644116102903,0.029735028396329955,0.15,0.4,0.06,0.5846365593478628,7.249603081997302,4.4584643573361324,33293.86665622772
crc_120,scgen,T_cell_CRC,200,0.5777169429235731,0.5365743485261598,0.31,0.8225806451612904,0.255,0.8077621657364357,4.902015062169464,2.655841794257514,18337.77587876729
crc_210,baseline,Endothelial_CRC,200,0.6873696842421061,0.842716692551322,0.28,0.875,0.245,0.00039773292234264695,25.02825092758966,27.383984509665943,5123.473368037714
crc_210,baseline,Epithelial_CRC,200,0.042767569189229734,-0.07806321051399567,0.265,0.5660377358490566,0.15,0.7615643152720845,21.361259101851612,20.34823816412501,205356.07607637116
crc_210,baseline,Fibroblast_CRC,200,0.469220730518263,0.5944829602353104,0.255,1.0,0.255,0.6716992944689253,19.422131831062153,22.23007543589271,31304.310009178706
crc_210,baseline,Myeloid_CRC,200,0.574550363759094,0.5408956141649582,0.195,0.9230769230769231,0.18,0.8349718624991525,24.31035103803601,27.29943300813204,12595.520422589012
crc_210,baseline,T_cell_CRC,200,0.5574754368859222,0.5367405686646386,0.205,0.9024390243902439,0.185,0.0010103051121438675,29.170146422232428,31.665037605552527,3347.1108455855933
crc_210,cellina-ablated,Endothelial_CRC,200,0.8975444386109653,0.9857327007211282,0.39,1.0,0.39,0.9670677627121491,7.051589440257727,1.2782466429750314,5080.4651168457785
crc_210,cellina-ablated,Epithelial_CRC,200,0.6023400585014627,0.7314328602954927,0.255,0.9803921568627451,0.25,0.8022962054209323,13.780489746709492,10.06470084102608,180072.38806503403
crc_210,cellina-ablated,Fibroblast_CRC,200,0.5369579239480988,0.8709301768998904,0.305,0.9836065573770492,0.3,0.7639375349575193,9.721652053551027,4.2980743378684565,30343.848395222616
crc_210,cellina-ablated,Myeloid_CRC,200,0.7354758868971725,0.7244493022364951,0.36,0.9861111111111112,0.355,0.8364295884466744,7.747876273458869,2.4555468396835707,11784.316428505212
crc_210,cellina-ablated,T_cell_CRC,200,0.7196684917122929,0.8939017652612432,0.35,1.0,0.35,0.9122515246916396,4.510432335284594,0.6890555495384927,4665.165136056264
crc_210,cellina,Endothelial_CRC,200,0.8886867171679294,0.9860926067655709,0.45,1.0,0.45,0.5787751554207116,7.010743990534053,1.7592925898964267,5041.568830807238
crc_210,cellina,Epithelial_CRC,200,0.841756543913598,0.9065976902881663,0.435,1.0,0.435,0.7986472265827455,13.50789196505419,9.845758419558134,174245.72980208826
crc_210,cellina,Fibroblast_CRC,200,0.7192889822245557,0.8947771078910377,0.325,1.0,0.325,0.749472190972393,9.549118122904854,4.100297290290393,30188.142460329138
crc_210,cellina,Myeloid_CRC,200,0.8078631965799147,0.8822049595745372,0.495,1.0,0.495,0.8366668926706895,7.716041790457288,2.8907549802690813,11406.66058855317
crc_210,cellina,T_cell_CRC,200,0.7450071251781296,0.9249624399355465,0.43,1.0,0.43,0.8660561382010485,4.468878838406892,0.6345974367267281,5011.807452231398
crc_210,cellina-graph,Endothelial_CRC,200,0.8873891847296184,0.9905248873586796,0.545,1.0,0.545,0.6121160791079586,7.017206487829844,1.3679066668916544,4919.688753946289
crc_210,cellina-graph,Epithelial_CRC,200,0.9005115127878198,0.9457627680040143,0.525,1.0,0.525,0.8126109322659186,13.707881346055881,9.293853191384724,169136.6011851999
crc_210,cellina-graph,Fibroblast_CRC,200,0.6775264381609541,0.9387676213154816,0.545,1.0,0.545,0.7119537577563436,9.597013291142037,4.9469499790119125,29883.38915853758
crc_210,cellina-graph,Myeloid_CRC,200,0.822382059551489,0.8831901346066898,0.49,1.0,0.49,0.8369041968947046,7.595295118639297,2.340987787746442,11264.787712107467
crc_210,cellina-graph,T_cell_CRC,200,0.7663766594164855,0.9405022255098281,0.56,1.0,0.56,0.9283769719960805,4.3080834293741095,0.8794978685088864,4453.103401471128
crc_210,cpa,Endothelial_CRC,200,0.8008565214130354,0.9703295022997245,0.31,1.0,0.31,0.6140578871789429,6.9990751465328715,1.6331546755541513,5033.287651715461
crc_210,cpa,Epithelial_CRC,200,0.6170659266481663,0.6556703228586321,0.22,1.0,0.22,0.7768194851242043,14.387060568302351,9.698127937673467,177836.39256855065
crc_210,cpa,Fibroblast_CRC,200,0.5700577514437861,0.8224644746316988,0.245,1.0,0.245,0.7400548382539952,9.471641562239707,4.354791606917101,30333.125807226606
crc_210,cpa,Myeloid_CRC,200,0.599570989274732,0.6555786218435002,0.28,0.9642857142857143,0.27,0.8364973896535358,7.519719575230786,2.813646768497388,12111.198142863872
crc_210,cpa,T_cell_CRC,200,0.7274566864171605,0.8482874270801156,0.37,0.9864864864864865,0.365,0.9117544111224815,4.192469492477981,0.5525508503597581,3853.1312305659217
crc_221,baseline,Endothelial_CRC,200,0.8716835996163705,0.9144406535896936,0.38,0.9605263157894737,0.365,0.0007259528130671506,28.102421587713327,29.358519747511945,2903.4964276132755
crc_221,baseline,Epithelial_CRC,200,0.19770194254856377,0.1570669960538333,0.215,0.813953488372093,0.175,0.7482185892008077,23.46619320504297,21.695971392490023,94345.8389516913
crc_221,baseline,Fibroblast_CRC,200,0.5043816095402386,0.38852201968899386,0.325,0.9846153846153847,0.32,0.5447667895496073,22.514369289654347,24.926400079124072,27646.7472904179
crc_221,baseline,Myeloid_CRC,200,0.9092192304807621,0.9464012872135257,0.545,0.9908256880733946,0.54,0.9692929292929292,27.470567489776254,29.236433739455958,3418.8366348399322
crc_221,baseline,T_cell_CRC,200,0.809244731118278,0.6307845038588771,0.255,0.9803921568627451,0.25,0.0005004504053648283,30.849341410022088,33.177643390645095,3229.4784647981955
crc_221,cellina-ablated,Endothelial_CRC,200,0.9400480012000301,0.9959084607209818,0.655,1.0,0.655,0.7556768894767604,8.026871413449117,1.786433078791052,3047.96393646299
