KO,type,baseline,Pearson,Precision,E-distance,RMSE_LFC,seed,model
IRF3,full,Cellina-GAT-random,0.3089425843113873,0.54,4.193831073961857,0.4453826572558789,4,cellina-gat
IRF3,KO-specific,Cellina-GAT-random,0.6544998983152762,0.45999999999999996,4.1575491403559734,0.2730460010088954,4,cellina-gat
IRF5,full,Cellina-GAT-random,0.14730016264781182,0.6,3.69784224278485,0.3837842652074409,4,cellina-gat
IRF5,KO-specific,Cellina-GAT-random,-0.081213989953567,0.34,3.7513521166984782,0.32887706293157015,4,cellina-gat
NFKBIA,full,Cellina-GAT-random,0.06307089607217496,0.5800000000000001,4.124850053991901,0.7984301542792578,4,cellina-gat
NFKBIA,KO-specific,Cellina-GAT-random,-0.013393096733664895,0.52,4.14343556910362,0.7041893579668148,4,cellina-gat
LBP,full,Cellina-GAT-random,0.41166523405372385,0.5599999999999999,4.388788726642799,0.5030648403886129,4,cellina-gat
LBP,KO-specific,Cellina-GAT-random,0.5323394148432492,0.5800000000000001,4.37881148155783,0.3138258826962065,4,cellina-gat
MAP2K3,full,Cellina-GAT-random,-0.03491925823299645,0.54,4.015237610762634,0.5753550062298709,4,cellina-gat
MAP2K3,KO-specific,Cellina-GAT-random,-0.5456582842410915,0.26,4.020943619094849,0.57681289415436,4,cellina-gat
