Embedding,Isolated labels,KMeans NMI,KMeans ARI,Silhouette label,cLISI,BRAS,iLISI,KBET,Graph connectivity,PCR comparison,Batch correction,Cell-type Total,Total
scVI,0.5023716,0.3558316059222055,0.13248434524300606,0.48830348,0.97660565,0.949202,0.26523724,0.15698910474390348,0.5774677620548615,0,0.38977922793586384,0.4911193370819092,0.45058329342349107
scVIVA,0.50749457,0.39830622974860563,0.1622495521477877,0.5291213,0.99999994,0.84678566,0.11980162,0.09786316414176283,0.7246742334825433,0,0.3578249405386552,0.5194343090057373,0.45479056161890447
Cellina_Basal,0.5450692,0.4838183034120342,0.19638940521444134,0.52093875,1.0,0.79814225,0.089007795,0.03881823959617416,0.802759325169537,0,0.34574552279506116,0.5492431640625,0.4678441075555244
SCANVI,0.5369623,0.49901678912744346,0.23887912598570643,0.60825616,1.0,0.842393,0.3169551,0.1438875151725982,0.8157554090286753,0,0.4237981870436238,0.5766228675842285,0.5154929953679867
Cellina_Shifted,0.518518,0.48474031080524643,0.20944480165511686,0.5089058,0.99969167,0.9042733,0.09507277,0.09476503057051382,0.6932076618586349,0,0.35746374205333464,0.5442601203918457,0.4695415690564413
Cellina_Spatial,0.49763218,0.09541946743709086,0.0253853947557196,0.49466822,0.8726041,0.9688676,0.28489482,0.3605870560799682,0.17413353698196565,0,0.3576966153317471,0.3971418857574463,0.38136377758716666
Metric Type,Bio conservation,Bio conservation,Bio conservation,Bio conservation,Bio conservation,Batch correction,Batch correction,Batch correction,Batch correction,Batch correction,Aggregate score,Aggregate score,Aggregate score
