sid,model_name,holdout_celltype,spearman,pearson,precision,edistance_cells,edistance_latents,edistance_local,mixing_index
120,cpa,Fibroblast,0.2714842871071777,0.2483416747351218,0.12,12.158707608610758,9.46303586959839,6.231832778841229,0.6140016418991107
120,cpa,Myeloid,0.6806885172129306,0.6918302230900996,0.29,10.143084871706478,9.75284185409546,3.2282594748189126,0.9073936907046706
120,cpa,T_cell,0.5039270981774545,0.5398554056575869,0.115,7.612362519356276,11.41225814819336,2.042001218318145,0.7961131212855455
120,scgen,Endothelial,0.12102452561314034,-0.11655388513330774,0.165,9.3487063085216,,5.655886372051152,0.5015690757415704
120,scgen,Epithelial,0.28739218480462014,0.19997304486489847,0.335,14.686681978974502,,11.26023386258604,0.37416257967938377
120,scgen,Fibroblast,-0.005800645016125403,-0.32892182733654746,0.22,12.343851477497267,,9.922855677929471,0.6118367949710157
120,scgen,Myeloid,-0.17222080552013802,-0.21365893673879066,0.285,7.934816486030539,,3.888628965743601,0.5470945891505271
120,scgen,T_cell,0.31503487587189677,0.22137687974239068,0.35,3.98744457272869,,1.3754144998830342,0.803232138449689
210,baseline,Endothelial,0.691454286357159,0.887077409777316,0.17,9.58352720129593,,13.296002574120351,0.5522841562353842
210,baseline,Epithelial,0.49951098777469444,0.3689041704343985,0.05,6.027485477337993,,8.677457829797595,0.7814886532204042
210,baseline,Fibroblast,0.47092777319432993,0.39864991410458983,0.065,6.507334483538794,,10.07677080501992,0.6942254090185969
210,baseline,Myeloid,0.3546163654091352,0.3613553765619325,0.115,8.466572391171487,,12.892523407502074,0.8320263543247876
210,baseline,T_cell,0.6885712142803572,0.7402370282429905,0.235,13.80228545171305,,15.956059874139791,0.9846440280648446
210,cellina-ablated,Endothelial,0.7354053851346285,0.9292293071908159,0.27,7.0327680089846325,0.18899049758911132,0.9684239679330238,0.6380061559165665
210,cellina-ablated,Epithelial,0.3297817445436137,0.3774204597889489,0.145,9.544198438060358,0.06395845413208008,4.4756877588384105,0.9133007133898126
210,cellina-ablated,Fibroblast,0.5034860871521788,0.6191123436844161,0.315,10.79221941083056,0.21257362365722657,3.7058599552732736,0.7416676975921135
210,cellina-ablated,Myeloid,0.45708542713567846,0.458614510448293,0.175,8.165932072591346,0.187087345123291,3.031221560243635,0.836602957385264
210,cellina-ablated,T_cell,0.7418090452261307,0.7795552306195668,0.245,4.304927083253842,0.17360925674438477,0.7332459304239409,0.9760083050298104
