dataset_name,sid,control_domain,target_domain,n_deg,model_name,holdout_celltype,spearman,pearson,precision,direction_match,direction_match_k,direction_match_gt,mixing_index,edistance_global,edistance_local,edistance_pca_log,edistance_pca,rmse,mse_lfc,top_n_perturb
crc,crc_231,REF,CRC,50,cellina-pert,Endothelial,0.8083073229291717,0.9642819968857552,0.54,1.0,0.54,1.0,0.8939910280443562,84.28278228433511,88.69448818982701,7.862237357883041,118.8012738690501,4880.671343184747,1.3801478852437925,200
crc,crc_231,REF,CRC,50,cellina-pert,Epithelial,0.7753661464585834,0.9235875674969986,0.52,1.0,0.52,1.0,0.9761040390898025,63.5737668287245,65.05842130153829,5.205705398324523,123.8341530844605,95661.83477570917,2.405505758278173,200
crc,crc_231,REF,CRC,50,cellina-pert,Fibroblast,0.15659063625450179,0.1529014179700969,0.08,0.75,0.06,0.52,0.9210970510485021,83.88551427556584,89.12686362852503,5.405084615304367,118.18634778567927,41752.81251462385,1.1842761876418877,200
crc,crc_231,REF,CRC,50,cellina-pert,Myeloid,0.6055702280912364,0.6916731787882372,0.16,0.875,0.14,0.72,0.9542649835704834,72.45622143608739,72.62419894932071,6.205139479995135,144.73028289137682,13413.77888919325,1.6641301280390652,200
crc,crc_231,REF,CRC,50,cellina-pert,T_cell,0.4671788715486195,0.5749937028451891,0.28,0.9285714285714286,0.26,0.8,0.9626041629603471,87.13687872726445,96.01810898000733,5.5540045683972465,96.0099523546941,18884.021778683007,1.226223196133196,200
crc,crc_232,REF,CRC,50,cellina-pert,Endothelial,0.7454021608643457,0.7613316850091526,0.24,1.0,0.24,0.92,0.9344852649364338,95.69684024916023,104.01105585001285,7.963243420038523,192.05730421859872,6911.092330578389,1.3828621341201934,200
crc,crc_232,REF,CRC,50,cellina-pert,Epithelial,0.5186554621848739,0.4624875434359858,0.08,0.75,0.06,0.74,0.6948660551005049,85.58366293447509,90.89880391862575,7.940420294524595,264.78853369590377,49559.302931497405,5.834557423735407,200
crc,crc_232,REF,CRC,50,cellina-pert,Fibroblast,0.5903961584633853,0.6775057558090086,0.1,1.0,0.1,0.86,0.6637352017395506,90.76609697034603,95.9359545306483,8.513179934834472,571.9238348909428,28167.304956463428,2.6938774905450473,200
crc,crc_232,REF,CRC,50,cellina-pert,Myeloid,0.710828331332533,0.7799056781342695,0.28,1.0,0.28,0.92,0.8515885413912871,90.46145943808554,91.23277923827553,7.171519652811216,231.993857958656,3966.4142053163137,1.862822199731183,200
crc,crc_232,REF,CRC,50,cellina-pert,T_cell,0.748859543817527,0.9589842086044239,0.4,1.0,0.4,0.96,0.9953455066237021,103.5062597931601,111.68777383577665,6.157607895931898,137.0348719247048,6956.988401044787,0.8562103258012354,200
crc,crc_242,REF,CRC,50,cellina-pert,Endothelial,0.44028811524609834,0.6004921429320378,0.08,1.0,0.08,0.86,0.36667567989958105,75.15931579429609,75.20470547217154,5.937174000617364,279.5963335895626,3665.084156841025,4.000000704028729,200
crc,crc_242,REF,CRC,50,cellina-pert,Epithelial,0.8650660264105642,0.8816498334451714,0.26,1.0,0.26,0.96,0.6513255162019633,59.67058158442313,61.577210917486994,9.412836453580463,355.645507966717,81610.69108189015,10.53352966642837,200
crc,crc_242,REF,CRC,50,cellina-pert,Fibroblast,0.5610084033613445,0.5603848446928004,0.1,1.0,0.1,0.84,0.564154255984319,69.41982142971581,66.31066661893175,6.545667551526918,641.8614717531552,34005.10479439843,3.9562737588085692,200
crc,crc_242,REF,CRC,50,cellina-pert,Myeloid,0.2331332533013205,0.45726604745568505,0.18,1.0,0.18,0.72,0.9895214639102757,61.87167296315331,59.79886302448534,6.483197761890767,329.05766816000107,5867.53841092239,3.606826469129231,200
crc,crc_242,REF,CRC,50,cellina-pert,T_cell,0.6358223289315726,0.7877576413065285,0.24,1.0,0.24,0.92,0.9574831282254862,82.32205877558579,86.44393594822172,4.191000619911753,136.7028558749377,19188.081094724286,1.4264736251535146,200
crc,crc_120,REF,CRC,50,cellina-pert,Endothelial,0.7985114045618247,0.940017785280516,0.36,1.0,0.36,0.96,0.6278805041923483,67.93701348257153,67.18977070902791,5.801255276272658,159.3829340738842,5711.167025176015,0.8762704107657453,200
crc,crc_120,REF,CRC,50,cellina-pert,Epithelial,0.7982232893157264,0.9258782322178309,0.12,1.0,0.12,1.0,0.9109964163159107,50.88140081123596,45.29852621308801,9.629957766136284,298.27082815355874,627654.8195161072,7.586268103177896,200
crc,crc_120,REF,CRC,50,cellina-pert,Fibroblast,0.7782472989195678,0.7933387882820537,0.14,1.0,0.14,0.96,0.7342765469996478,61.17450197597803,57.98224373053152,5.757627173928517,199.06964080139824,178924.0463624231,1.1323338564521819,200
crc,crc_120,REF,CRC,50,cellina-pert,Myeloid,0.7770948379351741,0.8984820703936506,0.26,1.0,0.26,0.98,0.8615883163641684,63.67028139620182,61.301796502211424,4.811033885618477,116.94773950168769,34923.291786062786,0.38356783368152714,200
crc,crc_120,REF,CRC,50,cellina-pert,T_cell,0.7663385354141656,0.7938961122304499,0.28,1.0,0.28,0.92,0.8155742982771,80.0409177668372,81.64633728175399,5.982552147297431,120.11350982375362,22433.79756729499,0.5018002635371402,200
crc,crc_210,REF,CRC,50,cellina-gat-pert,Endothelial,0.9394957983193277,0.9903770102607201,0.66,1.0,0.66,0.96,0.9755041307387549,82.00670576170145,87.54233109451089,7.837561236765554,228.91171144143468,6206.875331036753,1.6098224067939138,200
crc,crc_210,REF,CRC,50,cellina-gat-pert,Epithelial,0.7449219687875149,0.7673162301670543,0.52,1.0,0.52,0.94,0.7966887058025237,70.81325795917128,71.47758826812438,8.218057874746808,469.9558268878929,240526.92038873918,5.2569520009993,200
crc,crc_210,REF,CRC,50,cellina-gat-pert,Fibroblast,0.6073949579831932,0.8870115502702921,0.1,1.0,0.1,0.92,0.7024488911363144,77.14589997095261,79.88487824740056,7.675296763991971,501.9231256776199,43117.011139132104,2.9897249454372496,200
crc,crc_210,REF,CRC,50,cellina-gat-pert,Myeloid,0.6316926770708284,0.70631888655743,0.12,1.0,0.12,0.94,0.8368363956878433,81.27293862510933,85.63473574195065,8.151713896440565,277.98488314580527,20945.07200205993,3.1991880790602414,200
crc,crc_210,REF,CRC,50,cellina-gat-pert,T_cell,0.8178151260504202,0.9113267132875882,0.3,1.0,0.3,0.96,0.9069762111168326,84.78827352604577,91.98644323145297,8.858503839046964,188.84718980717977,7838.481835887248,1.1298859636902825,200
crc,crc_221,REF,CRC,50,cellina-gat-pert,Endothelial,0.46641056422569027,0.409550630623084,0.86,1.0,0.86,1.0,0.7267471230189246,84.73852361758838,93.18163657004558,5.754809628969428,208.42736759063615,2230.204552781332,0.2792705545837711,200
crc,crc_221,REF,CRC,50,cellina-gat-pert,Epithelial,0.46400960384153656,0.643272064685714,0.34,1.0,0.34,0.9,0.7504331401029114,67.45256202795305,69.59945380073552,8.8797724104454,586.5635752250487,104696.00082452073,6.288596781295188,200
crc,crc_221,REF,CRC,50,cellina-gat-pert,Fibroblast,0.5411284513805522,0.5820688783206213,0.08,1.0,0.08,0.8,0.5716621253405995,84.3749070040202,89.83714590456736,7.036363065247086,828.3943979593869,52380.459196714124,4.485784057960025,200
crc,crc_221,REF,CRC,50,cellina-gat-pert,Myeloid,0.4355822328931572,0.450616081335171,0.74,1.0,0.74,1.0,0.7022665130047681,80.7984948921401,84.47772296993433,6.846115319019907,328.7661172680015,1469.076789550636,0.34254746957917076,200
crc,crc_221,REF,CRC,50,cellina-gat-pert,T_cell,0.7289795918367347,0.8762800492827637,0.54,1.0,0.54,0.98,0.791902116666905,87.71574246808396,96.45876431884733,8.119292832412164,199.95145695277458,7148.253796324777,1.1644195816437306,200
crc,crc_231,REF,CRC,50,cellina-gat-pert,Endothelial,0.746266506602641,0.9595671296339771,0.56,1.0,0.56,1.0,0.8944983818770227,97.4375086676666,103.26898637126726,11.50782179500379,214.19554358093646,4884.185888278971,1.635376030371343,200
crc,crc_231,REF,CRC,50,cellina-gat-pert,Epithelial,0.6220888355342136,0.6804307434688787,0.3,0.9333333333333333,0.28,0.9,0.7619928422963229,74.04208168433365,76.66817089857133,8.167966897719959,264.7535156324875,101846.06431863566,4.3326426617112155,200
crc,crc_231,REF,CRC,50,cellina-gat-pert,Fibroblast,0.5066506602641057,0.6120436766371552,0.26,0.9230769230769231,0.24,0.68,0.917326578049724,94.52746564506597,102.37387530375943,7.387029513450436,167.55910177723848,42859.04018122805,0.977797737330791,200
crc,crc_231,REF,CRC,50,cellina-gat-pert,Myeloid,0.6613685474189676,0.7789676926676952,0.18,1.0,0.18,0.88,0.9248226950354609,83.58713089591572,86.89336505264448,8.699974324136507,225.18283806411858,13417.165996332435,1.3906358448395435,200
crc,crc_231,REF,CRC,50,cellina-gat-pert,T_cell,0.6921008403361344,0.7663620618407617,0.28,1.0,0.28,0.88,0.9508915732711141,100.39890991587072,110.01561315005385,6.935861893196028,124.2042125308661,19541.59135729991,0.9968650727617105,200
crc,crc_232,REF,CRC,50,cellina-gat-pert,Endothelial,0.7158223289315726,0.801283538386358,0.22,1.0,0.22,0.9,0.935085985801472,97.0573254420096,105.43858553159075,9.762829174464702,212.2065614103367,6910.181294551242,1.258088064285106,200
crc,crc_232,REF,CRC,50,cellina-gat-pert,Epithelial,0.513469387755102,0.5012648785671668,0.06,1.0,0.06,0.78,0.6733906529044016,89.34318889154117,94.95779568839306,8.97272935869569,284.03350384428205,49840.40932054834,5.442813530476991,200
crc,crc_232,REF,CRC,50,cellina-gat-pert,Fibroblast,0.4680432172869148,0.5490061477153386,0.1,0.6,0.06,0.66,0.6575501328823388,95.45065121705704,103.35193851729339,8.37068427202043,643.5637236961014,28243.947514136176,3.349676706408847,200
crc,crc_232,REF,CRC,50,cellina-gat-pert,Myeloid,0.832893157262905,0.8498408226027194,0.34,1.0,0.34,0.96,0.8541954623540348,88.90762315012341,92.56469725642596,8.916619056667773,274.4224335355952,3900.711611269837,1.6353611766438962,200
crc,crc_232,REF,CRC,50,cellina-gat-pert,T_cell,0.6747178871548619,0.9116249397570207,0.16,1.0,0.16,0.82,0.9953455066237021,101.83793444742176,110.8881051468807,6.656330574137196,136.55170948923077,6759.63316221789,1.8335623136179586,200
crc,crc_242,REF,CRC,50,cellina-gat-pert,Endothelial,0.35337334933973585,0.5895666821010233,0.06,1.0,0.06,0.86,0.3731255162970001,83.52265476933897,85.69578230837026,8.940077516553142,400.04300817952316,3677.8326272155487,4.217837623373669,200
crc,crc_242,REF,CRC,50,cellina-gat-pert,Epithelial,0.5633133253301321,0.603784723945694,0.22,0.8181818181818182,0.18,0.86,0.16976802174214295,68.98603814688798,72.9295679985155,13.713467206013835,645.8076247281698,85509.78877091271,12.892838716820286,200
crc,crc_242,REF,CRC,50,cellina-gat-pert,Fibroblast,-0.057767106842737094,-0.05315160876482412,0.08,1.0,0.08,0.46,0.5641067071486112,82.2723577049048,80.01479146606803,9.023890765281354,598.5930376591131,34824.16346617572,4.852126017454553,200
crc,crc_242,REF,CRC,50,cellina-gat-pert,Myeloid,0.5294117647058822,0.5969346817675136,0.12,1.0,0.12,0.82,0.6684945885757244,77.93547666174139,77.14821086668383,8.120474381043653,414.2523453539535,6061.186664148822,3.2384817341019483,200
crc,crc_242,REF,CRC,50,cellina-gat-pert,T_cell,-0.3734453781512605,-0.5663002346636975,0.16,0.125,0.02,0.42,0.6293144979511643,93.99673234880501,101.26568424854102,5.538022259168252,228.81412816490433,19906.24470182464,2.782013687055717,200
crc,crc_120,REF,CRC,50,cellina-gat-pert,Endothelial,0.8054261704681873,0.9311152390749726,0.28,1.0,0.28,0.98,0.5421733577655616,79.59879976303758,79.78469347211598,6.034227770850099,263.0075040670625,5731.259543033978,1.129052645081987,200
crc,crc_120,REF,CRC,50,cellina-gat-pert,Epithelial,0.9020408163265305,0.9455873688759182,0.36,1.0,0.36,1.0,0.8963332825525125,74.1988138247503,69.44298874518672,10.500670315233666,417.7629746853157,619946.4921874049,2.51132494431125,200
crc,crc_120,REF,CRC,50,cellina-gat-pert,Fibroblast,0.01983193277310924,-0.1558888057978574,0.04,0.5,0.02,0.44,0.6422393538551462,78.70257786733245,76.06129576722574,7.869852697405696,409.0550606988485,179106.43374972022,2.1592109556894363,200
crc,crc_120,REF,CRC,50,cellina-gat-pert,Myeloid,0.5539015606242498,0.4712108647163421,0.1,0.8,0.08,0.7,0.5563234056435755,79.79383386582256,79.18783513515913,6.625415361104511,225.00236838204688,35354.17541672774,0.8540633017835856,200
crc,crc_120,REF,CRC,50,cellina-gat-pert,T_cell,0.7296518607442978,0.780616688260416,0.24,1.0,0.24,0.9,0.903904986813635,87.71905285466217,89.62861395635286,4.754633845675853,123.10711471782363,22518.878033168843,0.4843381993721043,200
