celltype,pearson,spearman
Endothelial,0.24400530512806198,0.2267894051973513
Fibroblast,0.4939081376764306,0.42080376770094197
Mast_cell,0.15636921175654134,0.18055251013812754
Myeloid,0.3569472426719579,0.27972466893116726
Plasma_cell,0.18664847613798052,0.12915721278930317
Smooth_muscle,0.31720912578075894,0.28016819354204836
T_cell,0.42846623906544684,0.35994477898619476
