dataset_name,sid,control_domain,target_domain,n_deg,model_name,holdout_celltype,spearman,pearson,precision,direction_match,direction_match_k,direction_match_gt,mixing_index,edistance_global,edistance_local,edistance_pca_log,edistance_pca,rmse,mse_lfc
merfish,C57BL6J-2.036,Thalamus,Isocortex,50,cellina-ablated,oligodendrocyte,0.5940456182472988,0.5154646,0.46,1.0,0.46,0.76,0.822973190870409,27.104170036315917,28.196308517456053,5.563222026824951,91.80318298339844,6550.0444,97.57401
merfish,C57BL6J-2.036,Thalamus,Fiber_tracts,50,cellina-ablated,oligodendrocyte,0.3795918367346939,0.6980129,0.12,1.0,0.12,0.92,0.7189068623489842,27.62253608703613,28.154917526245118,7.054790878295899,153.1618896484375,6374.397,19.54531
merfish,C57BL6J-2.036,Thalamus,Isocortex,50,cellina-ablated,astrocyte,0.8853301320528212,0.8752697,0.5,1.0,0.5,0.98,0.9618775552450448,28.760821914672853,29.21786575317383,5.6870606422424315,242.8118469238281,2968.543,11.215001
merfish,C57BL6J-2.036,Thalamus,Fiber_tracts,50,cellina-ablated,astrocyte,0.303625450180072,0.51603484,0.28,0.8571428571428571,0.24,0.74,0.6011087167108476,28.878491973876955,30.113513565063478,6.368574619293213,458.9375366210937,3828.2883,117.5846
merfish,C57BL6J-2.036,Thalamus,Isocortex,50,cellina-ablated,GABAergic neuron,0.9129891956782713,0.93783665,0.56,1.0,0.56,1.0,0.533826084734502,35.621590042114256,43.48489112854004,11.28590087890625,466.2679443359375,1463.8809,11.204124
merfish,C57BL6J-2.036,Thalamus,Fiber_tracts,50,cellina-ablated,GABAergic neuron,0.8129171668667466,0.91002756,0.6,1.0,0.6,0.98,0.8641304347826086,32.62332630157471,36.96902770996094,8.332243251800538,596.0466979980469,924.046,13.475167
merfish,C57BL6J-2.036,Thalamus,Isocortex,50,cellina-ablated,endothelial cell,0.9090516206482593,0.92748916,0.64,1.0,0.64,0.96,0.9078740482600294,30.63364906311035,31.42911720275879,5.323006820678711,125.63481140136719,2736.32,21.316765
merfish,C57BL6J-2.036,Thalamus,Fiber_tracts,50,cellina-ablated,endothelial cell,0.6705882352941177,0.9940076,0.14,1.0,0.14,0.72,0.9262483268100102,29.901088523864747,30.29474792480469,5.696684551239014,220.63507690429688,3862.3772,291.10526
merfish,C57BL6J-2.036,Thalamus,Isocortex,50,cellina-graph,glutamatergic neuron,0.9043457382953181,0.97875303,0.68,1.0,0.68,1.0,0.47658919237650627,36.54602699279785,42.21382026672363,7.69247465133667,267.97301330566404,12023.662,4.44885
merfish,C57BL6J-2.036,Thalamus,Fiber_tracts,50,cellina-graph,glutamatergic neuron,0.7007442977190875,0.8648775,0.42,1.0,0.42,0.98,0.26377478081984157,40.14325523376465,48.13779182434082,12.15117530822754,560.3210693359375,12126.647,8.823267
merfish,C57BL6J-2.036,Thalamus,Isocortex,50,cellina-graph,oligodendrocyte,0.6105642256902761,0.5384754,0.44,1.0,0.44,0.8,0.9986824769433466,38.705833435058594,38.32128143310547,9.156580066680908,305.5730712890625,6146.027,94.30164
merfish,C57BL6J-2.036,Thalamus,Fiber_tracts,50,cellina-graph,oligodendrocyte,0.48561824729891956,0.6278863,0.28,1.0,0.28,0.9,0.4464668500625616,36.71168251037598,36.53407363891601,7.388020038604736,422.7375732421875,6910.831,16.291618
merfish,C57BL6J-2.036,Thalamus,Isocortex,50,cellina-graph,astrocyte,0.9201920768307322,0.9118327,0.64,1.0,0.64,0.98,0.9238110024323345,35.81216621398926,35.42702445983887,7.4239888191223145,227.7739715576172,2908.7656,7.3558264
merfish,C57BL6J-2.036,Thalamus,Fiber_tracts,50,cellina-graph,astrocyte,0.34914765906362544,0.5007889,0.38,0.9473684210526315,0.36,0.7,0.7126111967990393,35.65250129699707,37.380736923217775,6.077479457855224,343.08311157226564,3528.905,119.43149
merfish,C57BL6J-2.036,Thalamus,Isocortex,50,cellina-graph,GABAergic neuron,0.9438175270108043,0.9829456,0.62,1.0,0.62,1.0,0.6872284969591659,45.59132347106934,49.13909492492676,11.974244213104248,524.3421905517578,1230.2609,3.1838849
merfish,C57BL6J-2.036,Thalamus,Fiber_tracts,50,cellina-graph,GABAergic neuron,0.8925330132052821,0.92007786,0.68,1.0,0.68,0.98,0.8668478260869564,42.738182067871094,47.795709228515626,9.740626525878906,718.8803649902344,812.7356,9.745217
merfish,C57BL6J-2.036,Thalamus,Isocortex,50,cellina-graph,endothelial cell,0.9130852340936374,0.9371124,0.76,1.0,0.76,0.96,0.7897534147026278,38.11354217529297,40.02803421020508,8.525384140014648,265.1401306152344,2696.71,18.197958
merfish,C57BL6J-2.036,Thalamus,Fiber_tracts,50,cellina-graph,endothelial cell,0.6801920768307322,0.9934029,0.14,1.0,0.14,0.7,0.6920991545095647,35.96354446411133,37.623609161376955,6.952079582214355,352.0879730224609,3935.1724,291.58054
