celltype,pearson,spearman
Endothelial,0.23493789441547908,0.2160321405080351
Fibroblast,0.47108874443113796,0.40300742575185644
Mast_cell,0.12624180282393613,0.18004177501044374
Myeloid,0.3437497947831438,0.2699293664823416
Plasma_cell,0.18348192174984995,0.1271154407788602
Smooth_muscle,0.3063937358091623,0.27855791013947756
T_cell,0.4293846196379185,0.356374460093615
