dataset_name,sid,control_domain,target_domain,n_deg,model_name,holdout_celltype,spearman,pearson,precision,direction_match,direction_match_k,direction_match_gt,mixing_index,edistance_global,edistance_local,edistance_pca_log,edistance_pca,rmse,mse_lfc,top_n_perturb
merfish,C57BL6J-2.041,Thalamus,Isocortex,50,spatialprop,glutamatergic neuron,0.624969987995198,0.61704206,0.06,1.0,0.06,0.96,0.015674431981593327,52.59111709594727,61.14663543701172,23.253470993041994,368.008349609375,20165.104,38.226917,1120
merfish,C57BL6J-2.041,Thalamus,Fiber_tracts,50,spatialprop,glutamatergic neuron,0.5356542617046819,0.574723,0.02,1.0,0.02,0.84,0.2648845686512758,45.98129768371582,57.97875213623047,21.91824588775635,365.4838836669922,2081.4604,31.631851,1120
merfish,C57BL6J-2.041,Thalamus,Isocortex,50,spatialprop,GABAergic neuron,0.6677070828331333,0.7944221,0.06,1.0,0.06,0.84,0.018947368421052633,46.93389129638672,58.501315689086915,19.354466056823732,330.8080627441406,2842.9365,34.254166,1120
merfish,C57BL6J-2.041,Thalamus,Fiber_tracts,50,spatialprop,GABAergic neuron,0.5821368547418968,0.74669933,0.08,1.0,0.08,0.88,0.9947643979057592,42.078369140625,56.213531494140625,19.8524169921875,372.1392517089844,438.31372,111.86566,1120
merfish,C57BL6J-2.041,Thalamus,Isocortex,50,spatialprop,astrocyte,0.7170708283313325,0.7958255,0.06,1.0,0.06,0.96,0.04028648164726947,46.71586570739746,57.17040786743164,20.966791725158693,463.388134765625,3181.6924,21.23727,1120
merfish,C57BL6J-2.041,Thalamus,Fiber_tracts,50,spatialprop,astrocyte,0.7316686674669867,0.7581482,0.06,1.0,0.06,0.92,0.07244995233555768,37.85501594543457,47.80976867675781,18.9883020401001,395.22734985351565,2542.1067,33.68732,1120
merfish,C57BL6J-2.041,Thalamus,Isocortex,50,spatialprop,oligodendrocyte,0.42501800720288113,0.6407064,0.1,1.0,0.1,0.96,0.15653775322283608,54.34084815979004,65.60652313232421,19.79821605682373,495.83240966796876,1310.8074,127.69698,1120
merfish,C57BL6J-2.041,Thalamus,Fiber_tracts,50,spatialprop,oligodendrocyte,0.28537815126050414,0.6586841,0.04,1.0,0.04,0.84,0.05060240963855422,55.328076934814455,65.1615821838379,27.832367134094238,674.7176574707031,6247.9424,24.93756,1120
merfish,C57BL6J-2.041,Thalamus,Isocortex,50,spatialprop,endothelial cell,0.7948619447779111,0.86628973,0.28,1.0,0.28,0.98,0.012422360248447204,52.26266250610352,60.725229263305664,20.29021625518799,464.0704040527344,2591.7898,66.4802,1120
merfish,C57BL6J-2.041,Thalamus,Fiber_tracts,50,spatialprop,endothelial cell,0.44710684273709483,0.86218405,0.16,1.0,0.16,0.94,0.9909365558912386,42.004630661010744,54.045526123046876,20.999948692321777,477.06451721191405,918.4444,193.45802,1120
