holdout_celltype,pearson,spearman,precision,model_name,sid,edistance_cells,edistance_latents
Fibroblast,-0.11966274102588191,-0.1264345738295318,0.2,mintflow,231,0,0
Endothelial,0.5088471142352727,0.4025450180072028,0.12,mintflow,231,0,0
Myeloid,0.10079049956817808,0.0951763548018584,0.16,mintflow,231,0,0
T_cell,0.057664906457589565,-0.02857142857142857,0.22,mintflow,231,0,0
Epithelial,0.14497867173950618,0.12038415366146459,0.08,mintflow,231,0,0
