holdout_celltype,pearson,spearman,precision,model_name,sid,edistance_cells,edistance_latents
Fibroblast,-0.22551217253925168,-0.030396158463385354,0.06,mintflow,242,0,0
Endothelial,-0.09153018862764799,-0.20969987995198078,0.1,mintflow,242,0,0
Myeloid,0.2715826676738991,0.32878751500600234,0.28,mintflow,242,0,0
T_cell,-0.15612311632057146,-0.050660264105642255,0.3,mintflow,242,0,0
Epithelial,0.9369483663343481,0.9077070828331332,0.06,mintflow,242,0,0
