dataset_name,sid,control_domain,target_domain,n_deg,model_name,holdout_celltype,spearman,pearson,precision,direction_match,direction_match_k,direction_match_gt,mixing_index,edistance_global,edistance_local,edistance_pca_log,edistance_pca,rmse,mse_lfc,nb_deviance
crc,210,REF,CRC,50,cellina,T_cell,0.7461704681872748,0.9634815165395547,0.24,1.0,0.24,0.94,0.9363581212282631,80.62853120904684,85.52058014256062,7.382974075740743,161.08718447442794,8077.072783346298,1.645138006966368,0.014817198737819963
