dataset_name,sid,control_domain,target_domain,n_deg,model_name,holdout_celltype,spearman,pearson,precision,direction_match,direction_match_k,direction_match_gt,mixing_index,edistance_global,edistance_local,edistance_pca_log,edistance_pca,rmse,mse_lfc,nb_deviance
crc,120,REF,CRC,50,cellina,Endothelial,0.6134453781512604,0.9351095102825754,0.4,1.0,0.4,1.0,0.6404014950938904,66.42654975400953,67.43749583675103,5.499927838677499,135.79248250428955,5604.230903165228,0.46867717061972597,0.02143142724440301
