dataset_name,sid,control_domain,target_domain,n_deg,model_name,holdout_celltype,spearman,pearson,precision,direction_match,direction_match_k,direction_match_gt,mixing_index,edistance_global,edistance_local,edistance_pca_log,edistance_pca,rmse,mse_lfc,nb_deviance
crc,221,REF,CRC,50,cellina,Fibroblast,0.57109243697479,0.7049022475254978,0.12,1.0,0.12,0.86,0.5699351093698605,77.11096716897302,79.23168801679876,8.775161325065529,829.5306057786011,52960.13811474898,3.09647514302378,0.09668870772298917
