dataset_name,sid,control_domain,target_domain,n_deg,model_name,holdout_celltype,spearman,pearson,precision,direction_match,direction_match_k,direction_match_gt,mixing_index,edistance_global,edistance_local,edistance_pca_log,edistance_pca,rmse,mse_lfc,nb_deviance
crc,210,REF,CRC,50,cellina,Myeloid,0.6844177671068427,0.8970265620021071,0.32,1.0,0.32,0.9,0.8387582571790396,70.28505668414607,72.63482219212578,8.872894933849269,235.46827968616358,20798.404781762652,3.1930386811428315,0.012258439314045348
