dataset_name,sid,control_domain,target_domain,n_deg,model_name,holdout_celltype,spearman,pearson,precision,direction_match,direction_match_k,direction_match_gt,mixing_index,edistance_global,edistance_local,edistance_pca_log,edistance_pca,rmse,mse_lfc,nb_deviance
crc,231,REF,CRC,50,baseline,Endothelial,0.628235294117647,0.6938376088818041,0.1,0.8,0.08,0.8,0.009210526315789475,97.22719273384733,103.57203023520904,27.303243612486614,550.9795493359813,4963.150163491839,9.912892746530554,0.9901122628604145
