dataset_name,sid,control_domain,target_domain,n_deg,model_name,holdout_celltype,spearman,pearson,precision,direction_match,direction_match_k,direction_match_gt,mixing_index,edistance_global,edistance_local,edistance_pca_log,edistance_pca,rmse,mse_lfc,nb_deviance
crc,232,REF,CRC,50,cpa,Endothelial,0.5488115246098438,0.5143203592467435,0.08,1.0,0.08,0.68,0.024211491140328525,60.110663399676945,66.86181509989302,17.55267977538465,331.906396880352,4389.458800425657,7.171584833478996,0.04986472501778846
